grid,constructor,year,round,driverRef,q
18,Minardi,1994,13,martini,1:23.243
19,Minardi,1994,13,alboreto,1:23.364
20,Team Lotus,1994,13,herbert,1:23.408
21,Ligier,1994,13,bernard,1:23.699
22,Larrousse,1994,13,comas,1:24.192
23,Larrousse,1994,13,dalmas,1:24.438
24,Simtek,1994,13,brabham,1:24.514
25,Team Lotus,1994,13,adams,1:25.313
26,Simtek,1994,13,gounon,1:25.649
1,Benetton,1994,14,michael_schumacher,1:22.762
2,Williams,1994,14,damon_hill,1:22.892
3,Williams,1994,14,mansell,1:23.392
4,Sauber,1994,14,frentzen,1:23.431
5,Jordan,1994,14,barrichello,1:23.455
6,Ferrari,1994,14,berger,1:23.677
7,Ligier,1994,14,herbert,1:24.040
8,Footwork,1994,14,morbidelli,1:24.079
9,McLaren,1994,14,hakkinen,1:24.122
10,Jordan,1994,14,irvine,1:24.157
11,Ligier,1994,14,panis,1:24.432
12,Benetton,1994,14,verstappen,1:24.643
13,Tyrrell,1994,14,katayama,1:24.738
14,Tyrrell,1994,14,blundell,1:24.770
15,McLaren,1994,14,brundle,1:25.110
16,Ferrari,1994,14,alesi,1:25.182
17,Minardi,1994,14,martini,1:25.294
18,Sauber,1994,14,cesaris,1:25.407
19,Footwork,1994,14,fittipaldi,1:25.427
20,Minardi,1994,14,alboreto,1:25.511
21,Team Lotus,1994,14,zanardi,1:25.557
22,Team Lotus,1994,14,bernard,1:25.595
23,Larrousse,1994,14,comas,1:26.272
24,Larrousse,1994,14,noda,1:27.168
25,Simtek,1994,14,brabham,1:27.201
26,Simtek,1994,14,schiattarella,1:27.976
1,Benetton,1994,15,michael_schumacher,1:37.209
2,Williams,1994,15,damon_hill,1:37.696
3,Sauber,1994,15,frentzen,1:37.742
4,Williams,1994,15,mansell,1:37.768
5,Benetton,1994,15,herbert,1:37.828
6,Jordan,1994,15,irvine,1:37.880
7,Ferrari,1994,15,alesi,1:37.907
8,McLaren,1994,15,hakkinen,1:37.998
9,McLaren,1994,15,brundle,1:38.076
10,Jordan,1994,15,barrichello,1:38.533
11,Ferrari,1994,15,berger,1:38.570
12,Footwork,1994,15,morbidelli,1:39.030
13,Tyrrell,1994,15,blundell,1:39.266
14,Tyrrell,1994,15,katayama,1:39.462
15,Sauber,1994,15,lehto,1:39.483
16,Minardi,1994,15,martini,1:39.548
17,Team Lotus,1994,15,zanardi,1:39.721
18,Footwork,1994,15,fittipaldi,1:39.868
19,Ligier,1994,15,panis,1:40.042
20,Ligier,1994,15,lagorce,1:40.577
21,Minardi,1994,15,alboreto,1:40.652
22,Larrousse,1994,15,comas,1:40.978
23,Larrousse,1994,15,noda,1:40.990
24,Simtek,1994,15,brabham,1:41.659
25,Team Lotus,1994,15,salo,1:41.805
26,Simtek,1994,15,inoue,1:45.004
1,Williams,1994,16,mansell,1:16.179
2,Benetton,1994,16,michael_schumacher,1:16.197
3,Williams,1994,16,damon_hill,1:16.830
4,McLaren,1994,16,hakkinen,1:16.992
5,Jordan,1994,16,barrichello,1:17.537
6,Jordan,1994,16,irvine,1:17.667
7,Benetton,1994,16,herbert,1:17.727
8,Ferrari,1994,16,alesi,1:17.801
9,McLaren,1994,16,brundle,1:17.950
10,Sauber,1994,16,frentzen,1:17.962
11,Ferrari,1994,16,berger,1:18.070
12,Ligier,1994,16,panis,1:18.072
13,Tyrrell,1994,16,blundell,1:18.237
14,Team Lotus,1994,16,zanardi,1:18.331
15,Tyrrell,1994,16,katayama,1:18.411
16,Minardi,1994,16,alboreto,1:18.755
17,Sauber,1994,16,lehto,1:18.806
18,Minardi,1994,16,martini,1:18.957
19,Footwork,1994,16,fittipaldi,1:19.061
20,Ligier,1994,16,lagorce,1:19.153
21,Footwork,1994,16,morbidelli,1:19.610
22,Team Lotus,1994,16,salo,1:19.844
23,Larrousse,1994,16,noda,1:20.145
24,Simtek,1994,16,brabham,1:20.442
25,Larrousse,1994,16,deletraz,1:22.422
26,Simtek,1994,16,schiattarella,1:22.529
1,Brawn,2009,1,button,1:26.202
2,Brawn,2009,1,barrichello,1:26.505
3,Red Bull,2009,1,vettel,1:26.830
4,BMW Sauber,2009,1,kubica,1:26.914
5,Williams,2009,1,rosberg,1:26.973
6,Toyota,2009,1,glock,1:26.975
7,Ferrari,2009,1,massa,1:27.033
8,Toyota,2009,1,trulli,1:27.127
9,Ferrari,2009,1,raikkonen,1:27.163
10,Red Bull,2009,1,webber,1:27.246
11,BMW Sauber,2009,1,heidfeld,1:25.504
12,Renault,2009,1,alonso,1:25.605
13,Williams,2009,1,nakajima,1:25.607
14,McLaren,2009,1,kovalainen,1:25.726
15,McLaren,2009,1,hamilton,1:26.454
16,Toro Rosso,2009,1,buemi,1:26.503
17,Renault,2009,1,piquet_jr,1:26.598
18,Force India,2009,1,fisichella,1:26.677
19,Force India,2009,1,sutil,1:26.742
20,Toro Rosso,2009,1,bourdais,1:26.964
1,Brawn,2009,2,button,1:35.181
2,Toyota,2009,2,trulli,1:35.273
3,Red Bull,2009,2,vettel,1:35.518
4,Brawn,2009,2,barrichello,1:35.651
5,Toyota,2009,2,glock,1:35.690
6,Williams,2009,2,rosberg,1:35.750
7,Red Bull,2009,2,webber,1:35.797
8,BMW Sauber,2009,2,kubica,1:36.106
9,Ferrari,2009,2,raikkonen,1:36.170
10,Renault,2009,2,alonso,1:37.659
11,BMW Sauber,2009,2,heidfeld,1:34.769
12,Williams,2009,2,nakajima,1:34.788
13,McLaren,2009,2,hamilton,1:34.905
14,McLaren,2009,2,kovalainen,1:34.924
15,Toro Rosso,2009,2,bourdais,1:35.431
16,Ferrari,2009,2,massa,1:35.642
17,Renault,2009,2,piquet_jr,1:35.708
18,Force India,2009,2,fisichella,1:35.908
19,Force India,2009,2,sutil,1:35.951
20,Toro Rosso,2009,2,buemi,1:36.107
1,Red Bull,2009,3,vettel,1:36.184
2,Renault,2009,3,alonso,1:36.381
3,Red Bull,2009,3,webber,1:36.466
4,Brawn,2009,3,barrichello,1:36.493
5,Brawn,2009,3,button,1:36.532
6,Toyota,2009,3,trulli,1:36.835
7,Williams,2009,3,rosberg,1:37.397
8,Ferrari,2009,3,raikkonen,1:38.089
9,McLaren,2009,3,hamilton,1:38.595
10,Toro Rosso,2009,3,buemi,1:39.321
11,BMW Sauber,2009,3,heidfeld,1:35.975
12,McLaren,2009,3,kovalainen,1:36.032
13,Ferrari,2009,3,massa,1:36.033
14,Toyota,2009,3,glock,1:36.066
15,Williams,2009,3,nakajima,1:36.193
16,Toro Rosso,2009,3,bourdais,1:36.906
17,Renault,2009,3,piquet_jr,1:36.908
18,BMW Sauber,2009,3,kubica,1:36.966
19,Force India,2009,3,sutil,1:37.669
20,Force India,2009,3,fisichella,1:37.672
1,Toyota,2009,4,trulli,1:33.431
2,Toyota,2009,4,glock,1:33.712
3,Red Bull,2009,4,vettel,1:34.015
4,Brawn,2009,4,button,1:34.044
5,McLaren,2009,4,hamilton,1:34.196
6,Brawn,2009,4,barrichello,1:34.239
7,Renault,2009,4,alonso,1:34.578
8,Ferrari,2009,4,massa,1:34.818
9,Williams,2009,4,rosberg,1:35.134
10,Ferrari,2009,4,raikkonen,1:35.380
11,McLaren,2009,4,kovalainen,1:33.242
12,Williams,2009,4,nakajima,1:33.348
13,BMW Sauber,2009,4,kubica,1:33.487
14,BMW Sauber,2009,4,heidfeld,1:33.562
15,Renault,2009,4,piquet_jr,1:33.941
16,Force India,2009,4,sutil,1:33.722
17,Toro Rosso,2009,4,buemi,1:33.753
18,Force India,2009,4,fisichella,1:33.910
19,Red Bull,2009,4,webber,1:34.038
20,Toro Rosso,2009,4,bourdais,1:34.159
1,Brawn,2009,5,button,1:20.527
2,Red Bull,2009,5,vettel,1:20.660
3,Brawn,2009,5,barrichello,1:20.762
4,Ferrari,2009,5,massa,1:20.934
5,Red Bull,2009,5,webber,1:21.049
6,Toyota,2009,5,glock,1:21.247
7,Toyota,2009,5,trulli,1:21.254
8,Renault,2009,5,alonso,1:21.392
9,Williams,2009,5,rosberg,1:22.558
10,BMW Sauber,2009,5,kubica,1:22.685
11,Williams,2009,5,nakajima,1:20.531
12,Renault,2009,5,piquet_jr,1:20.604
13,BMW Sauber,2009,5,heidfeld,1:20.676
14,McLaren,2009,5,hamilton,1:20.805
15,Toro Rosso,2009,5,buemi,1:21.067
16,Ferrari,2009,5,raikkonen,1:21.291
17,Toro Rosso,2009,5,bourdais,1:21.300
18,McLaren,2009,5,kovalainen,1:21.675
19,Force India,2009,5,sutil,1:21.742
20,Force India,2009,5,fisichella,1:22.204
1,Brawn,2009,6,button,1:14.902
2,Ferrari,2009,6,raikkonen,1:14.927
3,Brawn,2009,6,barrichello,1:15.077
4,Red Bull,2009,6,vettel,1:15.271
5,Ferrari,2009,6,massa,1:15.437
6,Williams,2009,6,rosberg,1:15.455
7,McLaren,2009,6,kovalainen,1:15.516
8,Red Bull,2009,6,webber,1:15.653
9,Renault,2009,6,alonso,1:16.009
10,Williams,2009,6,nakajima,1:17.344
11,Toro Rosso,2009,6,buemi,1:15.833
12,Renault,2009,6,piquet_jr,1:15.837
13,Force India,2009,6,fisichella,1:16.146
14,Toro Rosso,2009,6,bourdais,1:16.281
15,Force India,2009,6,sutil,1:16.545
16,McLaren,2009,6,hamilton,1:16.264
17,BMW Sauber,2009,6,heidfeld,1:16.264
18,BMW Sauber,2009,6,kubica,1:16.405
19,Toyota,2009,6,trulli,1:16.548
20,Toyota,2009,6,glock,1:16.788
1,Red Bull,2009,7,vettel,1:28.316
2,Brawn,2009,7,button,1:28.421
3,Brawn,2009,7,barrichello,1:28.579
4,Red Bull,2009,7,webber,1:28.613
5,Toyota,2009,7,trulli,1:28.666
6,Ferrari,2009,7,raikkonen,1:28.815
7,Ferrari,2009,7,massa,1:28.858
8,Renault,2009,7,alonso,1:29.075
9,Williams,2009,7,rosberg,1:29.191
10,BMW Sauber,2009,7,kubica,1:29.357
11,BMW Sauber,2009,7,heidfeld,1:27.521
12,Williams,2009,7,nakajima,1:27.629
13,Toyota,2009,7,glock,1:27.795
14,McLaren,2009,7,kovalainen,1:28.207
15,Force India,2009,7,sutil,1:28.391
16,McLaren,2009,7,hamilton,1:28.318
17,Renault,2009,7,piquet_jr,1:28.582
18,Toro Rosso,2009,7,buemi,1:28.708
19,Force India,2009,7,fisichella,1:28.717
20,Toro Rosso,2009,7,bourdais,1:28.918
1,Red Bull,2009,8,vettel,1:19.509
2,Brawn,2009,8,barrichello,1:19.856
3,Red Bull,2009,8,webber,1:19.868
4,Toyota,2009,8,trulli,1:20.091
5,Williams,2009,8,nakajima,1:20.216
6,Brawn,2009,8,button,1:20.289
7,Williams,2009,8,rosberg,1:20.361
8,Toyota,2009,8,glock,1:20.490
9,Ferrari,2009,8,raikkonen,1:20.715
10,Renault,2009,8,alonso,1:20.741
11,Ferrari,2009,8,massa,1:18.927
12,BMW Sauber,2009,8,kubica,1:19.308
13,McLaren,2009,8,kovalainen,1:19.353
14,Renault,2009,8,piquet_jr,1:19.392
15,BMW Sauber,2009,8,heidfeld,1:19.448
16,Force India,2009,8,fisichella,1:19.802
17,Toro Rosso,2009,8,bourdais,1:19.898
18,Force India,2009,8,sutil,1:19.909
19,McLaren,2009,8,hamilton,1:19.917
20,Toro Rosso,2009,8,buemi,1:20.236
1,Red Bull,2009,9,webber,1:32.230
2,Brawn,2009,9,barrichello,1:32.357
3,Brawn,2009,9,button,1:32.473
4,Red Bull,2009,9,vettel,1:32.480
5,McLaren,2009,9,hamilton,1:32.616
6,McLaren,2009,9,kovalainen,1:33.859
7,Force India,2009,9,sutil,1:34.316
8,Ferrari,2009,9,massa,1:34.574
9,Ferrari,2009,9,raikkonen,1:34.710
10,Renault,2009,9,piquet_jr,1:34.803
11,BMW Sauber,2009,9,heidfeld,1:42.310
12,Renault,2009,9,alonso,1:42.318
13,Williams,2009,9,nakajima,1:42.500
14,Toyota,2009,9,trulli,1:42.771
15,Williams,2009,9,rosberg,1:42.859
16,BMW Sauber,2009,9,kubica,1:32.190
17,Toro Rosso,2009,9,buemi,1:32.251
18,Force India,2009,9,fisichella,1:32.402
19,Toyota,2009,9,glock,1:32.423
20,Toro Rosso,2009,9,bourdais,1:33.559
1,Renault,2009,10,alonso,1:21.569
2,Red Bull,2009,10,vettel,1:21.607
3,Red Bull,2009,10,webber,1:21.741
4,McLaren,2009,10,hamilton,1:21.839
5,Williams,2009,10,rosberg,1:21.890
6,McLaren,2009,10,kovalainen,1:22.095
7,Ferrari,2009,10,raikkonen,1:22.468
8,Brawn,2009,10,button,1:22.511
9,Williams,2009,10,nakajima,1:22.835
10,Ferrari,2009,10,massa,1:20.823
11,Toro Rosso,2009,10,buemi,1:21.002
12,Toyota,2009,10,trulli,1:21.082
13,Brawn,2009,10,barrichello,1:21.222
14,Toyota,2009,10,glock,1:21.242
15,Renault,2009,10,piquet_jr,1:21.389
16,BMW Sauber,2009,10,heidfeld,1:21.738
17,Force India,2009,10,fisichella,1:21.807
18,Force India,2009,10,sutil,1:21.868
19,BMW Sauber,2009,10,kubica,1:21.901
20,Toro Rosso,2009,10,alguersuari,1:22.359
1,McLaren,2009,11,hamilton,1:39.489
2,McLaren,2009,11,kovalainen,1:39.532
3,Brawn,2009,11,barrichello,1:39.563
4,Red Bull,2009,11,vettel,1:39.789
5,Brawn,2009,11,button,1:39.821
6,Ferrari,2009,11,raikkonen,1:40.144
7,Williams,2009,11,rosberg,1:40.185
8,Renault,2009,11,alonso,1:40.236
9,Red Bull,2009,11,webber,1:40.239
10,BMW Sauber,2009,11,kubica,1:40.512
11,BMW Sauber,2009,11,heidfeld,1:38.826
12,Force India,2009,11,sutil,1:38.846
13,Toyota,2009,11,glock,1:38.991
14,Renault,2009,11,grosjean,1:39.040
15,Toro Rosso,2009,11,buemi,1:39.514
16,Force India,2009,11,fisichella,1:39.531
17,Williams,2009,11,nakajima,1:39.795
18,Toyota,2009,11,trulli,1:39.807
19,Toro Rosso,2009,11,alguersuari,1:39.925
20,Ferrari,2009,11,badoer,1:41.413
1,Force India,2009,12,fisichella,1:46.308
2,Toyota,2009,12,trulli,1:46.395
3,BMW Sauber,2009,12,heidfeld,1:46.500
4,Brawn,2009,12,barrichello,1:46.513
5,BMW Sauber,2009,12,kubica,1:46.586
6,Ferrari,2009,12,raikkonen,1:46.633
7,Toyota,2009,12,glock,1:46.677
8,Red Bull,2009,12,vettel,1:46.761
9,Red Bull,2009,12,webber,1:46.788
10,Williams,2009,12,rosberg,1:47.362
11,Force India,2009,12,sutil,1:45.119
12,McLaren,2009,12,hamilton,1:45.122
13,Renault,2009,12,alonso,1:45.136
14,Brawn,2009,12,button,1:45.251
15,McLaren,2009,12,kovalainen,1:45.259
16,Toro Rosso,2009,12,buemi,1:45.951
17,Toro Rosso,2009,12,alguersuari,1:46.302
18,Williams,2009,12,nakajima,1:46.307
19,Renault,2009,12,grosjean,1:46.359
20,Ferrari,2009,12,badoer,1:46.957
1,McLaren,2009,13,hamilton,1:24.066
2,Force India,2009,13,sutil,1:24.261
3,Ferrari,2009,13,raikkonen,1:24.523
4,McLaren,2009,13,kovalainen,1:24.845
5,Brawn,2009,13,barrichello,1:25.015
6,Brawn,2009,13,button,1:25.030
7,Force India,2009,13,liuzzi,1:25.043
8,Renault,2009,13,alonso,1:25.072
9,Red Bull,2009,13,vettel,1:25.180
10,Red Bull,2009,13,webber,1:25.314
11,Toyota,2009,13,trulli,1:23.611
12,Renault,2009,13,grosjean,1:23.728
13,BMW Sauber,2009,13,kubica,1:23.866
14,Ferrari,2009,13,fisichella,1:23.901
15,BMW Sauber,2009,13,heidfeld,1:24.275
16,Toyota,2009,13,glock,1:24.036
17,Williams,2009,13,nakajima,1:24.074
18,Williams,2009,13,rosberg,1:24.121
19,Toro Rosso,2009,13,buemi,1:24.220
20,Toro Rosso,2009,13,alguersuari,1:24.951
1,McLaren,2009,14,hamilton,1:47.891
2,Red Bull,2009,14,vettel,1:48.204
3,Williams,2009,14,rosberg,1:48.348
4,Red Bull,2009,14,webber,1:48.722
5,Brawn,2009,14,barrichello,1:48.828
6,Renault,2009,14,alonso,1:49.054
7,Toyota,2009,14,glock,1:49.180
8,BMW Sauber,2009,14,heidfeld,1:49.307
9,BMW Sauber,2009,14,kubica,1:49.514
10,McLaren,2009,14,kovalainen,1:49.778
11,Williams,2009,14,nakajima,1:47.013
12,Brawn,2009,14,button,1:47.141
13,Ferrari,2009,14,raikkonen,1:47.177
14,Toro Rosso,2009,14,buemi,1:47.369
15,Toyota,2009,14,trulli,1:47.413
16,Force India,2009,14,sutil,1:48.231
17,Toro Rosso,2009,14,alguersuari,1:48.340
18,Ferrari,2009,14,fisichella,1:48.350
19,Renault,2009,14,grosjean,1:48.544
20,Force India,2009,14,liuzzi,1:48.792
1,Red Bull,2009,15,vettel,1:32.160
2,Toyota,2009,15,trulli,1:32.220
3,McLaren,2009,15,hamilton,1:32.395
4,Force India,2009,15,sutil,1:32.466
5,Brawn,2009,15,barrichello,1:32.660
6,BMW Sauber,2009,15,heidfeld,1:32.945
7,Brawn,2009,15,button,1:32.962
8,Ferrari,2009,15,raikkonen,1:32.980
9,McLaren,2009,15,kovalainen,1:31.223
10,Toro Rosso,2009,15,buemi,1:31.103
11,Williams,2009,15,rosberg,1:31.482
12,Renault,2009,15,alonso,1:31.638
13,BMW Sauber,2009,15,kubica,1:32.341
14,Toyota,2009,15,glock,1:31.550
15,Toro Rosso,2009,15,alguersuari,1:31.571
16,Ferrari,2009,15,fisichella,1:31.704
17,Williams,2009,15,nakajima,1:31.718
18,Renault,2009,15,grosjean,1:32.073
19,Force India,2009,15,liuzzi,1:32.087
1,Brawn,2009,16,barrichello,1:19.576
2,Red Bull,2009,16,webber,1:19.668
3,Force India,2009,16,sutil,1:19.912
4,Toyota,2009,16,trulli,1:20.097
5,Ferrari,2009,16,raikkonen,1:20.168
6,Toro Rosso,2009,16,buemi,1:20.250
7,Williams,2009,16,rosberg,1:20.326
8,BMW Sauber,2009,16,kubica,1:20.631
9,Williams,2009,16,nakajima,1:20.674
10,Renault,2009,16,alonso,1:21.422
11,Toyota,2009,16,kobayashi,1:21.960
12,Toro Rosso,2009,16,alguersuari,1:22.231
13,Renault,2009,16,grosjean,1:22.477
14,Brawn,2009,16,button,1:22.504
15,Force India,2009,16,liuzzi,1:24.645
16,Red Bull,2009,16,vettel,1:25.009
17,McLaren,2009,16,kovalainen,1:25.052
18,McLaren,2009,16,hamilton,1:25.192
19,BMW Sauber,2009,16,heidfeld,1:25.515
20,Ferrari,2009,16,fisichella,1:40.703
1,McLaren,2009,17,hamilton,1:40.948
2,Red Bull,2009,17,vettel,1:41.615
3,Red Bull,2009,17,webber,1:41.726
4,Brawn,2009,17,barrichello,1:41.786
5,Brawn,2009,17,button,1:41.892
6,Toyota,2009,17,trulli,1:41.897
7,BMW Sauber,2009,17,kubica,1:41.992
8,BMW Sauber,2009,17,heidfeld,1:42.343
9,Williams,2009,17,rosberg,1:42.583
10,Toro Rosso,2009,17,buemi,1:42.713
11,Ferrari,2009,17,raikkonen,1:40.726
12,Toyota,2009,17,kobayashi,1:40.777
13,McLaren,2009,17,kovalainen,1:40.983
14,Williams,2009,17,nakajima,1:41.148
15,Toro Rosso,2009,17,alguersuari,1:41.689
16,Renault,2009,17,alonso,1:41.667
17,Force India,2009,17,liuzzi,1:41.701
18,Force India,2009,17,sutil,1:41.836
19,Renault,2009,17,grosjean,1:41.950
20,Ferrari,2009,17,fisichella,1:42.184
1,Red Bull,2010,1,vettel,1:54.101
2,Ferrari,2010,1,massa,1:54.242
3,Ferrari,2010,1,alonso,1:54.608
4,McLaren,2010,1,hamilton,1:55.217
5,Mercedes,2010,1,rosberg,1:55.241
6,Red Bull,2010,1,webber,1:55.284
7,Mercedes,2010,1,michael_schumacher,1:55.524
8,McLaren,2010,1,button,1:55.672
9,Renault,2010,1,kubica,1:55.885
10,Force India,2010,1,sutil,1:56.309
11,Williams,2010,1,barrichello,1:55.330
12,Force India,2010,1,liuzzi,1:55.623
13,Williams,2010,1,hulkenberg,1:55.857
14,Sauber,2010,1,rosa,1:56.237
15,Toro Rosso,2010,1,buemi,1:56.265
16,Sauber,2010,1,kobayashi,1:56.270
17,Renault,2010,1,petrov,1:56.619
18,Toro Rosso,2010,1,alguersuari,1:57.071
19,Virgin,2010,1,glock,1:59.728
20,Lotus,2010,1,trulli,1:59.852
21,Lotus,2010,1,kovalainen,2:00.313
22,Virgin,2010,1,grassi,2:00.587
23,HRT,2010,1,bruno_senna,2:03.204
24,HRT,2010,1,chandhok,2:04.904
1,Red Bull,2010,2,vettel,1:23.919
2,Red Bull,2010,2,webber,1:24.035
3,Ferrari,2010,2,alonso,1:24.111
4,McLaren,2010,2,button,1:24.675
5,Ferrari,2010,2,massa,1:24.837
6,Mercedes,2010,2,rosberg,1:24.884
7,Mercedes,2010,2,michael_schumacher,1:24.927
8,Williams,2010,2,barrichello,1:25.217
9,Renault,2010,2,kubica,1:25.372
10,Force India,2010,2,sutil,1:26.036
11,McLaren,2010,2,hamilton,1:25.184
12,Toro Rosso,2010,2,buemi,1:25.638
13,Force India,2010,2,liuzzi,1:25.743
14,Sauber,2010,2,rosa,1:25.747
15,Williams,2010,2,hulkenberg,1:25.748
16,Sauber,2010,2,kobayashi,1:25.777
17,Toro Rosso,2010,2,alguersuari,1:26.089
18,Renault,2010,2,petrov,1:26.471
19,Lotus,2010,2,kovalainen,1:28.797
20,Lotus,2010,2,trulli,1:29.111
21,Virgin,2010,2,glock,1:29.592
22,Virgin,2010,2,grassi,1:30.185
23,HRT,2010,2,bruno_senna,1:30.526
24,HRT,2010,2,chandhok,1:30.613
1,Red Bull,2010,3,webber,1:49.327
2,Mercedes,2010,3,rosberg,1:50.673
3,Red Bull,2010,3,vettel,1:50.789
4,Force India,2010,3,sutil,1:50.914
5,Williams,2010,3,hulkenberg,1:51.001
6,Renault,2010,3,kubica,1:51.051
7,Williams,2010,3,barrichello,1:51.511
8,Mercedes,2010,3,michael_schumacher,1:51.717
9,Sauber,2010,3,kobayashi,1:51.767
10,Force India,2010,3,liuzzi,1:52.254
11,Renault,2010,3,petrov,1:48.760
12,Sauber,2010,3,rosa,1:48.771
13,Toro Rosso,2010,3,buemi,1:49.207
14,Toro Rosso,2010,3,alguersuari,1:49.464
15,Lotus,2010,3,kovalainen,1:52.270
16,Virgin,2010,3,glock,1:52.520
17,McLaren,2010,3,button,1:52.211
18,Lotus,2010,3,trulli,1:52.884
19,Ferrari,2010,3,alonso,1:53.044
20,McLaren,2010,3,hamilton,1:53.050
21,Ferrari,2010,3,massa,1:53.283
22,HRT,2010,3,chandhok,1:56.299
23,HRT,2010,3,bruno_senna,1:57.269
24,Virgin,2010,3,grassi,1:59.977
1,Red Bull,2010,4,vettel,1:34.558
2,Red Bull,2010,4,webber,1:34.808
3,Ferrari,2010,4,alonso,1:34.913
4,Mercedes,2010,4,rosberg,1:34.923
5,McLaren,2010,4,button,1:34.979
6,McLaren,2010,4,hamilton,1:35.034
7,Ferrari,2010,4,massa,1:35.180
8,Renault,2010,4,kubica,1:35.364
9,Mercedes,2010,4,michael_schumacher,1:35.646
10,Force India,2010,4,sutil,1:35.963
11,Williams,2010,4,barrichello,1:35.748
12,Toro Rosso,2010,4,alguersuari,1:36.047
13,Toro Rosso,2010,4,buemi,1:36.149
14,Renault,2010,4,petrov,1:36.311
15,Sauber,2010,4,kobayashi,1:36.422
16,Williams,2010,4,hulkenberg,1:36.647
17,Sauber,2010,4,rosa,1:37.020
18,Force India,2010,4,liuzzi,1:37.161
19,Virgin,2010,4,glock,1:39.278
20,Lotus,2010,4,trulli,1:39.399
21,Lotus,2010,4,kovalainen,1:39.520
22,Virgin,2010,4,grassi,1:39.783
23,HRT,2010,4,bruno_senna,1:40.469
24,HRT,2010,4,chandhok,1:40.578
1,Red Bull,2010,5,webber,1:19.995
2,Red Bull,2010,5,vettel,1:20.101
3,McLaren,2010,5,hamilton,1:20.829
4,Ferrari,2010,5,alonso,1:20.937
5,McLaren,2010,5,button,1:20.991
6,Mercedes,2010,5,michael_schumacher,1:21.294
7,Renault,2010,5,kubica,1:21.353
8,Mercedes,2010,5,rosberg,1:21.408
9,Ferrari,2010,5,massa,1:21.585
10,Sauber,2010,5,kobayashi,1:21.984
11,Force India,2010,5,sutil,1:21.985
12,Sauber,2010,5,rosa,1:22.026
13,Williams,2010,5,hulkenberg,1:22.131
14,Renault,2010,5,petrov,1:22.139
15,Toro Rosso,2010,5,buemi,1:22.191
16,Toro Rosso,2010,5,alguersuari,1:22.207
17,Force India,2010,5,liuzzi,1:22.854
18,Williams,2010,5,barrichello,1:23.125
19,Lotus,2010,5,trulli,1:24.674
20,Lotus,2010,5,kovalainen,1:24.748
21,Virgin,2010,5,glock,1:25.475
22,Virgin,2010,5,grassi,1:25.556
23,HRT,2010,5,chandhok,1:26.750
24,HRT,2010,5,bruno_senna,1:27.122
1,Red Bull,2010,6,webber,1:13.826
2,Renault,2010,6,kubica,1:14.120
3,Red Bull,2010,6,vettel,1:14.227
4,Ferrari,2010,6,massa,1:14.283
5,McLaren,2010,6,hamilton,1:14.432
6,Mercedes,2010,6,rosberg,1:14.544
7,Mercedes,2010,6,michael_schumacher,1:14.590
8,McLaren,2010,6,button,1:14.637
9,Williams,2010,6,barrichello,1:14.901
10,Force India,2010,6,liuzzi,1:15.170
11,Williams,2010,6,hulkenberg,1:15.317
12,Force India,2010,6,sutil,1:15.318
13,Toro Rosso,2010,6,buemi,1:15.413
14,Renault,2010,6,petrov,1:15.576
15,Sauber,2010,6,rosa,1:15.692
16,Sauber,2010,6,kobayashi,1:15.992
17,Toro Rosso,2010,6,alguersuari,1:16.176
18,Lotus,2010,6,kovalainen,1:17.094
19,Lotus,2010,6,trulli,1:17.134
20,Virgin,2010,6,glock,1:17.377
21,Virgin,2010,6,grassi,1:17.864
22,HRT,2010,6,bruno_senna,1:18.509
23,HRT,2010,6,chandhok,1:19.559
1,Red Bull,2010,7,webber,1:26.295
2,McLaren,2010,7,hamilton,1:26.433
3,Red Bull,2010,7,vettel,1:26.760
4,McLaren,2010,7,button,1:26.781
5,Mercedes,2010,7,michael_schumacher,1:26.857
6,Mercedes,2010,7,rosberg,1:26.952
7,Renault,2010,7,kubica,1:27.039
8,Ferrari,2010,7,massa,1:27.082
9,Renault,2010,7,petrov,1:27.430
10,Sauber,2010,7,kobayashi,1:28.122
11,Force India,2010,7,sutil,1:27.525
12,Ferrari,2010,7,alonso,1:27.612
13,Sauber,2010,7,rosa,1:27.879
14,Toro Rosso,2010,7,buemi,1:28.273
15,Williams,2010,7,barrichello,1:28.392
16,Toro Rosso,2010,7,alguersuari,1:28.540
17,Williams,2010,7,hulkenberg,1:28.841
18,Force India,2010,7,liuzzi,1:28.958
19,Lotus,2010,7,trulli,1:30.237
20,Lotus,2010,7,kovalainen,1:30.519
21,Virgin,2010,7,glock,1:30.744
22,HRT,2010,7,bruno_senna,1:31.266
23,Virgin,2010,7,grassi,1:31.989
24,HRT,2010,7,chandhok,1:32.060
1,McLaren,2010,8,hamilton,1:15.105
2,Red Bull,2010,8,webber,1:15.373
3,Red Bull,2010,8,vettel,1:15.420
4,Ferrari,2010,8,alonso,1:15.435
5,McLaren,2010,8,button,1:15.520
6,Force India,2010,8,liuzzi,1:15.648
7,Ferrari,2010,8,massa,1:15.688
8,Renault,2010,8,kubica,1:15.715
9,Force India,2010,8,sutil,1:15.881
10,Mercedes,2010,8,rosberg,1:16.071
11,Williams,2010,8,barrichello,1:16.434
12,Williams,2010,8,hulkenberg,1:16.438
13,Mercedes,2010,8,michael_schumacher,1:16.492
14,Renault,2010,8,petrov,1:16.844
15,Toro Rosso,2010,8,buemi,1:16.928
