grid,constructor,year,round,driverRef,q
16,Toro Rosso,2010,8,alguersuari,1:17.029
17,Sauber,2010,8,rosa,1:17.384
18,Sauber,2010,8,kobayashi,1:18.019
19,Lotus,2010,8,kovalainen,1:18.237
20,Lotus,2010,8,trulli,1:18.698
21,Virgin,2010,8,glock,1:18.941
22,HRT,2010,8,bruno_senna,1:19.484
23,Virgin,2010,8,grassi,1:19.675
24,HRT,2010,8,chandhok,1:27.757
1,Red Bull,2010,9,vettel,1:37.587
2,Red Bull,2010,9,webber,1:37.662
3,McLaren,2010,9,hamilton,1:37.969
4,Ferrari,2010,9,alonso,1:38.075
5,Ferrari,2010,9,massa,1:38.127
6,Renault,2010,9,kubica,1:38.137
7,McLaren,2010,9,button,1:38.210
8,Williams,2010,9,hulkenberg,1:38.428
9,Williams,2010,9,barrichello,1:38.428
10,Renault,2010,9,petrov,1:38.523
11,Toro Rosso,2010,9,buemi,1:38.586
12,Mercedes,2010,9,rosberg,1:38.627
13,Force India,2010,9,sutil,1:38.851
14,Force India,2010,9,liuzzi,1:38.884
15,Mercedes,2010,9,michael_schumacher,1:39.234
16,Sauber,2010,9,rosa,1:39.264
17,Toro Rosso,2010,9,alguersuari,1:39.458
18,Sauber,2010,9,kobayashi,1:39.343
19,Lotus,2010,9,trulli,1:40.658
20,Lotus,2010,9,kovalainen,1:40.882
21,Virgin,2010,9,grassi,1:42.086
22,Virgin,2010,9,glock,1:42.140
23,HRT,2010,9,chandhok,1:42.600
24,HRT,2010,9,bruno_senna,1:42.851
1,Red Bull,2010,10,vettel,1:29.615
2,Red Bull,2010,10,webber,1:29.758
3,Ferrari,2010,10,alonso,1:30.426
4,McLaren,2010,10,hamilton,1:30.556
5,Mercedes,2010,10,rosberg,1:30.625
6,Renault,2010,10,kubica,1:31.040
7,Ferrari,2010,10,massa,1:31.172
8,Williams,2010,10,barrichello,1:31.175
9,Sauber,2010,10,rosa,1:31.274
10,Mercedes,2010,10,michael_schumacher,1:31.430
11,Force India,2010,10,sutil,1:31.399
12,Sauber,2010,10,kobayashi,1:31.421
13,Williams,2010,10,hulkenberg,1:31.635
14,McLaren,2010,10,button,1:31.699
15,Force India,2010,10,liuzzi,1:31.708
16,Renault,2010,10,petrov,1:31.796
17,Toro Rosso,2010,10,buemi,1:32.012
18,Toro Rosso,2010,10,alguersuari,1:32.430
19,Lotus,2010,10,kovalainen,1:34.405
20,Virgin,2010,10,glock,1:34.775
21,Lotus,2010,10,trulli,1:34.864
22,Virgin,2010,10,grassi,1:35.212
23,HRT,2010,10,chandhok,1:36.576
24,HRT,2010,10,yamamoto,1:36.968
1,Red Bull,2010,11,vettel,1:13.791
2,Ferrari,2010,11,alonso,1:13.793
3,Ferrari,2010,11,massa,1:14.290
4,Red Bull,2010,11,webber,1:14.347
5,McLaren,2010,11,button,1:14.427
6,McLaren,2010,11,hamilton,1:14.566
7,Renault,2010,11,kubica,1:15.079
8,Williams,2010,11,barrichello,1:15.109
9,Mercedes,2010,11,rosberg,1:15.179
10,Williams,2010,11,hulkenberg,1:15.339
11,Mercedes,2010,11,michael_schumacher,1:15.026
12,Sauber,2010,11,kobayashi,1:15.084
13,Renault,2010,11,petrov,1:15.307
14,Force India,2010,11,sutil,1:15.467
15,Sauber,2010,11,rosa,1:15.550
16,Toro Rosso,2010,11,alguersuari,1:15.588
17,Toro Rosso,2010,11,buemi,1:15.974
18,Lotus,2010,11,trulli,1:17.583
19,Lotus,2010,11,kovalainen,1:18.300
20,Virgin,2010,11,glock,1:18.343
21,HRT,2010,11,bruno_senna,1:18.592
22,Force India,2010,11,liuzzi,1:18.952
23,HRT,2010,11,yamamoto,1:19.844
1,Red Bull,2010,12,vettel,1:18.773
2,Red Bull,2010,12,webber,1:19.184
3,Ferrari,2010,12,alonso,1:19.987
4,Ferrari,2010,12,massa,1:20.331
5,McLaren,2010,12,hamilton,1:20.499
6,Mercedes,2010,12,rosberg,1:21.082
7,Renault,2010,12,petrov,1:21.229
8,Renault,2010,12,kubica,1:21.328
9,Sauber,2010,12,rosa,1:21.411
10,Williams,2010,12,hulkenberg,1:21.710
11,McLaren,2010,12,button,1:21.292
12,Williams,2010,12,barrichello,1:21.331
13,Force India,2010,12,sutil,1:21.517
14,Mercedes,2010,12,michael_schumacher,1:21.630
15,Toro Rosso,2010,12,buemi,1:21.897
16,Force India,2010,12,liuzzi,1:21.927
17,Toro Rosso,2010,12,alguersuari,1:21.998
18,Sauber,2010,12,kobayashi,1:22.222
19,Virgin,2010,12,glock,1:24.050
20,Lotus,2010,12,kovalainen,1:24.120
21,Lotus,2010,12,trulli,1:24.199
22,Virgin,2010,12,grassi,1:25.118
23,HRT,2010,12,bruno_senna,1:26.391
24,HRT,2010,12,yamamoto,1:26.453
1,Red Bull,2010,13,webber,1:45.778
2,McLaren,2010,13,hamilton,1:45.863
3,Renault,2010,13,kubica,1:46.100
4,Red Bull,2010,13,vettel,1:46.127
5,McLaren,2010,13,button,1:46.206
6,Ferrari,2010,13,massa,1:46.314
7,Williams,2010,13,barrichello,1:46.602
8,Force India,2010,13,sutil,1:46.659
9,Williams,2010,13,hulkenberg,1:47.053
10,Ferrari,2010,13,alonso,1:47.441
11,Mercedes,2010,13,michael_schumacher,1:47.874
12,Mercedes,2010,13,rosberg,1:47.885
13,Toro Rosso,2010,13,alguersuari,1:48.267
14,Force India,2010,13,liuzzi,1:48.680
15,Toro Rosso,2010,13,buemi,1:49.209
16,Lotus,2010,13,kovalainen,1:50.980
17,Virgin,2010,13,glock,1:52.049
18,Lotus,2010,13,trulli,2:01.491
19,Sauber,2010,13,kobayashi,2:02.284
20,HRT,2010,13,bruno_senna,2:03.612
21,HRT,2010,13,yamamoto,2:03.941
22,Sauber,2010,13,rosa,2:05.294
23,Virgin,2010,13,grassi,2:18.754
1,Ferrari,2010,14,alonso,1:21.962
2,McLaren,2010,14,button,1:22.084
3,Ferrari,2010,14,massa,1:22.293
4,Red Bull,2010,14,webber,1:22.433
5,McLaren,2010,14,hamilton,1:22.623
6,Red Bull,2010,14,vettel,1:22.675
7,Mercedes,2010,14,rosberg,1:23.027
8,Williams,2010,14,hulkenberg,1:23.037
9,Renault,2010,14,kubica,1:23.039
10,Williams,2010,14,barrichello,1:23.328
11,Force India,2010,14,sutil,1:23.199
12,Mercedes,2010,14,michael_schumacher,1:23.388
13,Sauber,2010,14,kobayashi,1:23.659
14,Toro Rosso,2010,14,buemi,1:23.681
15,Renault,2010,14,petrov,1:23.819
16,Toro Rosso,2010,14,alguersuari,1:23.919
17,Sauber,2010,14,rosa,1:24.044
18,Lotus,2010,14,trulli,1:25.540
19,Lotus,2010,14,kovalainen,1:25.742
20,Force India,2010,14,liuzzi,1:25.774
21,Virgin,2010,14,glock,1:25.934
22,Virgin,2010,14,grassi,1:25.974
23,HRT,2010,14,bruno_senna,1:26.847
24,HRT,2010,14,yamamoto,1:27.020
1,Ferrari,2010,15,alonso,1:45.390
2,Red Bull,2010,15,vettel,1:45.457
3,McLaren,2010,15,hamilton,1:45.571
4,McLaren,2010,15,button,1:45.944
5,Red Bull,2010,15,webber,1:45.977
6,Williams,2010,15,barrichello,1:46.236
7,Mercedes,2010,15,rosberg,1:46.443
8,Renault,2010,15,kubica,1:46.593
9,Mercedes,2010,15,michael_schumacher,1:46.702
10,Sauber,2010,15,kobayashi,1:47.884
11,Toro Rosso,2010,15,alguersuari,1:47.666
12,Williams,2010,15,hulkenberg,1:47.674
13,Renault,2010,15,petrov,1:48.165
14,Toro Rosso,2010,15,buemi,1:48.502
15,Sauber,2010,15,heidfeld,1:48.557
16,Force India,2010,15,sutil,1:48.899
17,Force India,2010,15,liuzzi,1:48.961
18,Virgin,2010,15,glock,1:50.271
19,Lotus,2010,15,kovalainen,1:50.915
20,Virgin,2010,15,grassi,1:51.107
21,Lotus,2010,15,trulli,1:51.641
22,HRT,2010,15,klien,1:52.946
23,HRT,2010,15,bruno_senna,1:54.174
1,Red Bull,2010,16,vettel,1:30.785
2,Red Bull,2010,16,webber,1:30.853
3,McLaren,2010,16,hamilton,1:31.169
4,Renault,2010,16,kubica,1:31.231
5,Ferrari,2010,16,alonso,1:31.352
6,McLaren,2010,16,button,1:31.378
7,Mercedes,2010,16,rosberg,1:31.494
8,Williams,2010,16,barrichello,1:31.535
9,Williams,2010,16,hulkenberg,1:31.559
10,Mercedes,2010,16,michael_schumacher,1:31.846
11,Sauber,2010,16,heidfeld,1:32.187
12,Ferrari,2010,16,massa,1:32.321
13,Renault,2010,16,petrov,1:32.422
14,Sauber,2010,16,kobayashi,1:32.427
15,Force India,2010,16,sutil,1:32.659
16,Toro Rosso,2010,16,alguersuari,1:33.071
17,Force India,2010,16,liuzzi,1:33.154
18,Toro Rosso,2010,16,buemi,1:33.568
19,Lotus,2010,16,trulli,1:35.346
20,Lotus,2010,16,kovalainen,1:35.464
21,Virgin,2010,16,grassi,1:36.265
22,Virgin,2010,16,glock,1:36.332
23,HRT,2010,16,bruno_senna,1:37.270
24,HRT,2010,16,yamamoto,1:37.365
1,Red Bull,2010,17,vettel,1:35.585
2,Red Bull,2010,17,webber,1:35.659
3,Ferrari,2010,17,alonso,1:35.766
4,McLaren,2010,17,hamilton,1:36.062
5,Mercedes,2010,17,rosberg,1:36.535
6,Ferrari,2010,17,massa,1:36.571
7,McLaren,2010,17,button,1:36.731
8,Renault,2010,17,kubica,1:36.824
9,Mercedes,2010,17,michael_schumacher,1:36.950
10,Williams,2010,17,barrichello,1:36.998
11,Williams,2010,17,hulkenberg,1:37.620
12,Sauber,2010,17,kobayashi,1:37.643
13,Sauber,2010,17,heidfeld,1:37.715
14,Force India,2010,17,sutil,1:37.783
15,Renault,2010,17,petrov,1:37.799
16,Toro Rosso,2010,17,alguersuari,1:37.853
17,Toro Rosso,2010,17,buemi,1:38.594
18,Force India,2010,17,liuzzi,1:38.955
19,Lotus,2010,17,trulli,1:40.521
20,Virgin,2010,17,glock,1:40.748
21,Lotus,2010,17,kovalainen,1:41.768
22,Virgin,2010,17,grassi,1:42.325
23,HRT,2010,17,yamamoto,1:42.444
24,HRT,2010,17,bruno_senna,1:43.283
1,Williams,2010,18,hulkenberg,1:14.470
2,Red Bull,2010,18,vettel,1:15.519
3,Red Bull,2010,18,webber,1:15.637
4,McLaren,2010,18,hamilton,1:15.747
5,Ferrari,2010,18,alonso,1:15.989
6,Williams,2010,18,barrichello,1:16.203
7,Renault,2010,18,kubica,1:16.552
8,Mercedes,2010,18,michael_schumacher,1:16.925
9,Ferrari,2010,18,massa,1:17.101
10,Renault,2010,18,petrov,1:17.656
11,McLaren,2010,18,button,1:19.288
12,Sauber,2010,18,kobayashi,1:19.385
13,Mercedes,2010,18,rosberg,1:19.486
14,Toro Rosso,2010,18,alguersuari,1:19.581
15,Toro Rosso,2010,18,buemi,1:19.847
16,Sauber,2010,18,heidfeld,1:19.899
17,Force India,2010,18,liuzzi,1:20.357
18,Force India,2010,18,sutil,1:20.830
19,Virgin,2010,18,glock,1:22.130
20,Lotus,2010,18,trulli,1:22.250
21,Lotus,2010,18,kovalainen,1:22.378
22,Virgin,2010,18,grassi,1:22.810
23,HRT,2010,18,klien,1:23.083
24,HRT,2010,18,bruno_senna,1:23.796
1,Red Bull,2010,19,vettel,1:39.394
2,McLaren,2010,19,hamilton,1:39.425
3,Ferrari,2010,19,alonso,1:39.792
4,McLaren,2010,19,button,1:39.823
5,Red Bull,2010,19,webber,1:39.925
6,Ferrari,2010,19,massa,1:40.202
7,Williams,2010,19,barrichello,1:40.203
8,Mercedes,2010,19,michael_schumacher,1:40.516
9,Mercedes,2010,19,rosberg,1:40.589
10,Renault,2010,19,petrov,1:40.901
11,Renault,2010,19,kubica,1:40.780
12,Sauber,2010,19,kobayashi,1:40.783
13,Force India,2010,19,sutil,1:40.914
14,Sauber,2010,19,heidfeld,1:41.113
15,Williams,2010,19,hulkenberg,1:41.418
16,Force India,2010,19,liuzzi,1:41.642
17,Toro Rosso,2010,19,alguersuari,1:41.738
18,Toro Rosso,2010,19,buemi,1:41.824
19,Lotus,2010,19,trulli,1:43.516
20,Lotus,2010,19,kovalainen,1:43.712
21,Virgin,2010,19,glock,1:44.095
22,Virgin,2010,19,grassi,1:44.510
23,HRT,2010,19,bruno_senna,1:45.085
24,HRT,2010,19,klien,1:45.296
1,Ferrari,2003,1,michael_schumacher,1:27.173
2,Ferrari,2003,1,barrichello,1:27.418
3,Williams,2003,1,montoya,1:28.101
4,Sauber,2003,1,frentzen,1:28.274
5,Toyota,2003,1,panis,1:28.288
6,BAR,2003,1,villeneuve,1:28.420
7,Sauber,2003,1,heidfeld,1:28.464
8,BAR,2003,1,button,1:28.682
9,Williams,2003,1,ralf_schumacher,1:28.830
10,Renault,2003,1,alonso,1:28.928
11,McLaren,2003,1,coulthard,1:29.105
12,Renault,2003,1,trulli,1:29.136
13,Jordan,2003,1,fisichella,1:29.344
14,Jaguar,2003,1,webber,1:29.367
15,McLaren,2003,1,raikkonen,1:29.470
16,Toyota,2003,1,matta,1:29.538
17,Jordan,2003,1,firman,1:31.242
18,Jaguar,2003,1,pizzonia,1:31.723
1,Ferrari,2003,3,barrichello,1:13.807
2,McLaren,2003,3,coulthard,1:13.818
3,Jaguar,2003,3,webber,1:13.851
4,McLaren,2003,3,raikkonen,1:13.866
5,Renault,2003,3,trulli,1:13.953
6,Williams,2003,3,ralf_schumacher,1:14.124
7,Ferrari,2003,3,michael_schumacher,1:14.130
8,Jordan,2003,3,fisichella,1:14.191
9,Williams,2003,3,montoya,1:14.223
10,Renault,2003,3,alonso,1:14.384
11,BAR,2003,3,button,1:14.504
12,Sauber,2003,3,heidfeld,1:14.631
13,BAR,2003,3,villeneuve,1:14.668
14,Sauber,2003,3,frentzen,1:14.839
15,Toyota,2003,3,panis,1:14.839
16,Jordan,2003,3,firman,1:15.240
17,Jaguar,2003,3,pizzonia,1:15.317
18,Toyota,2003,3,matta,1:15.641
19,Minardi,2003,3,verstappen,1:16.542
20,Minardi,2003,3,wilson,1:16.586
1,Ferrari,2003,4,michael_schumacher,1:22.327
2,Williams,2003,4,ralf_schumacher,1:22.341
3,Ferrari,2003,4,barrichello,1:22.557
4,Williams,2003,4,montoya,1:22.789
5,Jaguar,2003,4,webber,1:23.015
6,McLaren,2003,4,raikkonen,1:23.148
7,BAR,2003,4,villeneuve,1:23.160
8,Renault,2003,4,alonso,1:23.169
9,BAR,2003,4,button,1:23.381
10,Toyota,2003,4,panis,1:23.460
11,Sauber,2003,4,heidfeld,1:23.700
12,McLaren,2003,4,coulthard,1:23.818
13,Toyota,2003,4,matta,1:23.838
14,Sauber,2003,4,frentzen,1:23.932
15,Jaguar,2003,4,pizzonia,1:24.147
16,Renault,2003,4,trulli,1:24.190
17,Jordan,2003,4,fisichella,1:24.317
18,Minardi,2003,4,wilson,1:25.826
19,Jordan,2003,4,firman,1:26.357
1,Ferrari,2003,5,michael_schumacher,1:17.762
2,Ferrari,2003,5,barrichello,1:18.020
3,Renault,2003,5,alonso,1:18.233
4,Renault,2003,5,trulli,1:18.615
5,BAR,2003,5,button,1:18.704
6,Toyota,2003,5,panis,1:18.811
7,Williams,2003,5,ralf_schumacher,1:19.006
8,McLaren,2003,5,coulthard,1:19.128
9,Williams,2003,5,montoya,1:19.377
10,Sauber,2003,5,frentzen,1:19.427
11,BAR,2003,5,villeneuve,1:19.563
12,Jaguar,2003,5,webber,1:19.615
13,Toyota,2003,5,matta,1:19.623
14,Sauber,2003,5,heidfeld,1:19.646
15,Jordan,2003,5,firman,1:20.215
16,Jaguar,2003,5,pizzonia,1:20.308
17,Jordan,2003,5,fisichella,1:20.976
18,Minardi,2003,5,wilson,1:22.104
19,Minardi,2003,5,verstappen,1:22.237
1,Ferrari,2003,6,michael_schumacher,1:09.150
2,McLaren,2003,6,raikkonen,1:09.189
3,Williams,2003,6,montoya,1:09.391
4,Sauber,2003,6,heidfeld,1:09.725
5,Ferrari,2003,6,barrichello,1:09.784
6,Renault,2003,6,trulli,1:09.890
7,BAR,2003,6,button,1:09.935
8,Jaguar,2003,6,pizzonia,1:10.045
9,Jordan,2003,6,fisichella,1:10.105
10,Williams,2003,6,ralf_schumacher,1:10.279
11,Toyota,2003,6,panis,1:10.402
12,BAR,2003,6,villeneuve,1:10.618
13,Toyota,2003,6,matta,1:10.834
14,McLaren,2003,6,coulthard,1:10.893
15,Sauber,2003,6,frentzen,1:11.307
16,Jordan,2003,6,firman,1:11.505
17,Jaguar,2003,6,webber,1:11.662
18,Minardi,2003,6,wilson,1:14.508
19,Renault,2003,6,alonso,1:20.113
1,Williams,2003,7,ralf_schumacher,1:15.259
2,McLaren,2003,7,raikkonen,1:15.295
3,Williams,2003,7,montoya,1:15.415
4,Renault,2003,7,trulli,1:15.500
5,Ferrari,2003,7,michael_schumacher,1:15.644
6,McLaren,2003,7,coulthard,1:15.700
7,Ferrari,2003,7,barrichello,1:15.820
8,Renault,2003,7,alonso,1:15.884
9,Jaguar,2003,7,webber,1:16.237
10,Toyota,2003,7,matta,1:16.744
11,BAR,2003,7,villeneuve,1:16.755
12,Jordan,2003,7,fisichella,1:16.967
13,Jaguar,2003,7,pizzonia,1:17.103
14,Sauber,2003,7,heidfeld,1:17.176
15,Sauber,2003,7,frentzen,1:17.402
16,Jordan,2003,7,firman,1:17.452
17,Toyota,2003,7,panis,1:17.464
18,Minardi,2003,7,verstappen,1:18.706
19,Minardi,2003,7,wilson,1:20.063
1,Williams,2003,8,ralf_schumacher,1:15.529
2,Williams,2003,8,montoya,1:15.923
3,Ferrari,2003,8,michael_schumacher,1:16.047
4,Renault,2003,8,alonso,1:16.048
5,Ferrari,2003,8,barrichello,1:16.143
6,Jaguar,2003,8,webber,1:16.182
7,Toyota,2003,8,panis,1:16.598
8,Renault,2003,8,trulli,1:16.718
9,Toyota,2003,8,matta,1:16.826
10,Sauber,2003,8,frentzen,1:16.939
11,McLaren,2003,8,coulthard,1:17.024
12,Sauber,2003,8,heidfeld,1:17.086
13,Jaguar,2003,8,pizzonia,1:17.337
14,BAR,2003,8,villeneuve,1:17.347
15,Minardi,2003,8,verstappen,1:18.014
16,Jordan,2003,8,fisichella,1:18.036
17,BAR,2003,8,button,1:18.205
18,Minardi,2003,8,wilson,1:18.560
19,Jordan,2003,8,firman,1:18.692
1,McLaren,2003,9,raikkonen,1:31.523
2,Ferrari,2003,9,michael_schumacher,1:31.555
3,Williams,2003,9,ralf_schumacher,1:31.619
4,Williams,2003,9,montoya,1:31.765
5,Ferrari,2003,9,barrichello,1:31.780
6,Renault,2003,9,trulli,1:31.976
7,Toyota,2003,9,panis,1:32.350
8,Renault,2003,9,alonso,1:32.424
9,McLaren,2003,9,coulthard,1:32.742
10,Toyota,2003,9,matta,1:32.949
11,Jaguar,2003,9,webber,1:33.066
12,BAR,2003,9,button,1:33.395
13,Jordan,2003,9,fisichella,1:33.553
14,Jordan,2003,9,firman,1:33.827
15,Sauber,2003,9,frentzen,1:34.000
16,Jaguar,2003,9,pizzonia,1:34.159
17,BAR,2003,9,villeneuve,1:34.596
18,Minardi,2003,9,verstappen,1:36.318
19,Minardi,2003,9,wilson,1:36.485
1,Williams,2003,10,ralf_schumacher,1:15.019
2,Williams,2003,10,montoya,1:15.136
3,Ferrari,2003,10,michael_schumacher,1:15.480
4,McLaren,2003,10,raikkonen,1:15.533
5,McLaren,2003,10,coulthard,1:15.628
6,Renault,2003,10,trulli,1:15.967
7,Renault,2003,10,alonso,1:16.087
8,Ferrari,2003,10,barrichello,1:16.166
9,Jaguar,2003,10,webber,1:16.308
10,Toyota,2003,10,panis,1:16.345
11,Jaguar,2003,10,pizzonia,1:16.965
12,BAR,2003,10,villeneuve,1:16.990
13,Toyota,2003,10,matta,1:17.068
14,BAR,2003,10,button,1:17.077
15,Sauber,2003,10,heidfeld,1:17.445
16,Sauber,2003,10,frentzen,1:17.562
17,Jordan,2003,10,fisichella,1:18.431
18,Jordan,2003,10,firman,1:18.514
19,Minardi,2003,10,verstappen,1:18.709
20,Minardi,2003,10,wilson,1:19.619
1,Ferrari,2003,11,barrichello,1:21.209
2,Renault,2003,11,trulli,1:21.381
3,McLaren,2003,11,raikkonen,1:21.695
4,Williams,2003,11,ralf_schumacher,1:21.727
5,Ferrari,2003,11,michael_schumacher,1:21.867
6,Toyota,2003,11,matta,1:22.081
7,Williams,2003,11,montoya,1:22.214
8,Renault,2003,11,alonso,1:22.404
9,BAR,2003,11,villeneuve,1:22.591
10,Jaguar,2003,11,pizzonia,1:22.634
11,Jaguar,2003,11,webber,1:22.647
12,McLaren,2003,11,coulthard,1:22.811
13,Toyota,2003,11,panis,1:23.042
14,Sauber,2003,11,frentzen,1:23.187
15,Jordan,2003,11,fisichella,1:23.574
16,Sauber,2003,11,heidfeld,1:23.844
17,Jordan,2003,11,firman,1:24.385
18,Minardi,2003,11,wilson,1:25.468
19,Minardi,2003,11,verstappen,1:25.759
1,Williams,2003,12,montoya,1:15.167
2,Williams,2003,12,ralf_schumacher,1:15.185
3,Ferrari,2003,12,barrichello,1:15.488
4,Renault,2003,12,trulli,1:15.679
5,McLaren,2003,12,raikkonen,1:15.874
6,Ferrari,2003,12,michael_schumacher,1:15.898
7,Toyota,2003,12,panis,1:16.034
8,Renault,2003,12,alonso,1:16.483
9,Toyota,2003,12,matta,1:16.550
10,McLaren,2003,12,coulthard,1:16.666
11,Jaguar,2003,12,webber,1:16.775
12,Jordan,2003,12,fisichella,1:16.831
13,BAR,2003,12,villeneuve,1:17.090
14,Sauber,2003,12,frentzen,1:17.169
15,Sauber,2003,12,heidfeld,1:17.557
16,Jaguar,2003,12,wilson,1:18.021
17,BAR,2003,12,button,1:18.085
18,Jordan,2003,12,firman,1:18.341
19,Minardi,2003,12,verstappen,1:19.023
20,Minardi,2003,12,kiesa,1:19.174
1,Renault,2003,13,alonso,1:21.688
2,Williams,2003,13,ralf_schumacher,1:21.944
3,Jaguar,2003,13,webber,1:22.027
4,Williams,2003,13,montoya,1:22.180
5,Ferrari,2003,13,barrichello,1:22.180
6,Renault,2003,13,trulli,1:22.610
7,McLaren,2003,13,raikkonen,1:22.742
8,Ferrari,2003,13,michael_schumacher,1:22.755
9,McLaren,2003,13,coulthard,1:23.060
10,Toyota,2003,13,panis,1:23.369
11,Sauber,2003,13,heidfeld,1:23.621
12,Jaguar,2003,13,wilson,1:23.660
13,Jordan,2003,13,fisichella,1:23.726
14,BAR,2003,13,button,1:23.847
15,Toyota,2003,13,matta,1:23.982
16,BAR,2003,13,villeneuve,1:24.100
17,Sauber,2003,13,frentzen,1:24.569
18,Minardi,2003,13,verstappen,1:26.423
19,Jordan,2003,13,baumgartner,1:26.678
20,Minardi,2003,13,kiesa,1:28.907
1,Ferrari,2003,14,michael_schumacher,1:20.963
2,Williams,2003,14,montoya,1:21.014
3,Ferrari,2003,14,barrichello,1:21.242
4,McLaren,2003,14,raikkonen,1:21.466
5,Williams,2003,14,gene,1:21.834
6,Renault,2003,14,trulli,1:21.944
7,BAR,2003,14,button,1:22.301
8,McLaren,2003,14,coulthard,1:22.471
9,Toyota,2003,14,panis,1:22.488
10,BAR,2003,14,villeneuve,1:22.717
11,Jaguar,2003,14,webber,1:22.754
12,Toyota,2003,14,matta,1:22.914
13,Jordan,2003,14,fisichella,1:22.992
14,Sauber,2003,14,frentzen,1:23.216
15,Jaguar,2003,14,wilson,1:23.484
16,Sauber,2003,14,heidfeld,1:23.803
17,Minardi,2003,14,verstappen,1:25.078
18,Jordan,2003,14,baumgartner,1:25.881
19,Minardi,2003,14,kiesa,1:26.778
20,Renault,2003,14,alonso,1:40.405
1,McLaren,2003,15,raikkonen,1:11.670
2,Ferrari,2003,15,barrichello,1:11.794
3,Toyota,2003,15,panis,1:11.920
4,Williams,2003,15,montoya,1:11.948
5,Williams,2003,15,ralf_schumacher,1:12.078
6,Renault,2003,15,alonso,1:12.087
7,Ferrari,2003,15,michael_schumacher,1:12.194
8,McLaren,2003,15,coulthard,1:12.297
9,Toyota,2003,15,matta,1:12.326
10,Renault,2003,15,trulli,1:12.566
11,BAR,2003,15,button,1:12.695
12,BAR,2003,15,villeneuve,1:13.050
13,Sauber,2003,15,heidfeld,1:13.083
14,Jaguar,2003,15,webber,1:13.269
15,Sauber,2003,15,frentzen,1:13.447
16,Jaguar,2003,15,wilson,1:13.585
17,Jordan,2003,15,fisichella,1:13.798
18,Jordan,2003,15,firman,1:14.027
19,Minardi,2003,15,verstappen,1:15.360
20,Minardi,2003,15,kiesa,1:15.644
1,Ferrari,2003,16,barrichello,1:31.713
2,Williams,2003,16,montoya,1:32.412
3,Toyota,2003,16,matta,1:32.419
4,Toyota,2003,16,panis,1:32.862
5,Renault,2003,16,alonso,1:33.044
6,Jaguar,2003,16,webber,1:33.106
7,McLaren,2003,16,coulthard,1:33.137
8,McLaren,2003,16,raikkonen,1:33.272
9,BAR,2003,16,button,1:33.474
10,Jaguar,2003,16,wilson,1:33.558
11,Sauber,2003,16,heidfeld,1:33.632
12,Sauber,2003,16,frentzen,1:33.896
13,BAR,2003,16,sato,1:33.924
14,Ferrari,2003,16,michael_schumacher,1:34.302
15,Jordan,2003,16,firman,1:34.771
16,Jordan,2003,16,fisichella,1:34.912
17,Minardi,2003,16,verstappen,1:34.975
18,Minardi,2003,16,kiesa,1:37.226
1,Ferrari,2004,1,michael_schumacher,1:24.408
2,Ferrari,2004,1,barrichello,1:24.482
3,Williams,2004,1,montoya,1:24.998
4,BAR,2004,1,button,1:24.998
5,Renault,2004,1,alonso,1:25.699
6,Jaguar,2004,1,webber,1:25.805
7,BAR,2004,1,sato,1:25.851
8,Williams,2004,1,ralf_schumacher,1:25.925
9,Renault,2004,1,trulli,1:26.290
10,McLaren,2004,1,raikkonen,1:26.297
11,Sauber,2004,1,massa,1:27.065
12,McLaren,2004,1,coulthard,1:27.294
13,Toyota,2004,1,matta,1:27.823
14,Sauber,2004,1,fisichella,1:27.845
15,Jordan,2004,1,heidfeld,1:28.178
16,Jordan,2004,1,pantano,1:30.140
17,Minardi,2004,1,baumgartner,1:30.681
1,Ferrari,2004,2,michael_schumacher,1:33.074
2,Jaguar,2004,2,webber,1:33.715
3,Ferrari,2004,2,barrichello,1:33.756
4,Williams,2004,2,montoya,1:34.054
5,McLaren,2004,2,raikkonen,1:34.164
6,BAR,2004,2,button,1:34.221
7,Williams,2004,2,ralf_schumacher,1:34.235
8,Renault,2004,2,trulli,1:34.413
9,McLaren,2004,2,coulthard,1:34.602
10,Toyota,2004,2,matta,1:34.917
11,Sauber,2004,2,massa,1:35.039
12,Sauber,2004,2,fisichella,1:35.061
13,Jaguar,2004,2,klien,1:35.158
14,Toyota,2004,2,panis,1:35.617
15,Jordan,2004,2,heidfeld,1:36.569
16,Minardi,2004,2,bruni,1:38.577
17,Minardi,2004,2,baumgartner,1:39.272
18,Jordan,2004,2,pantano,1:39.902
1,Ferrari,2004,3,michael_schumacher,1:30.139
2,Ferrari,2004,3,barrichello,1:30.530
3,Williams,2004,3,montoya,1:30.581
4,Williams,2004,3,ralf_schumacher,1:30.633
5,BAR,2004,3,sato,1:30.827
6,BAR,2004,3,button,1:30.856
7,Renault,2004,3,trulli,1:30.971
8,Toyota,2004,3,panis,1:31.686
9,Toyota,2004,3,matta,1:31.717
10,McLaren,2004,3,coulthard,1:31.719
11,Sauber,2004,3,fisichella,1:31.731
12,Jaguar,2004,3,klien,1:32.332
13,Sauber,2004,3,massa,1:32.536
14,Jaguar,2004,3,webber,1:32.625
15,Jordan,2004,3,heidfeld,1:33.506
16,Jordan,2004,3,pantano,1:34.105
17,Renault,2004,3,alonso,1:34.130
18,Minardi,2004,3,bruni,1:34.584
19,Minardi,2004,3,baumgartner,1:35.787
1,BAR,2004,4,button,1:19.753
